AmpId	primerId	amp	amps_nb	SequenceId	cluster	cluster_group	sequence	PositionInSequence	Length	count_I	count_II	count_III	count_IV	non_target_count
26679_13_amp_1	26679_13	1.0	17.0	III_11_6264C00011.1	III	III	11_6264C00011.1	206321.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_2	26679_13	2.0	17.0	III_14_1121.1	III	III	14_1121.1	2887933.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_3	26679_13	3.0	17.0	III_36_22311C00008.1	III	III	36_22311C00008.1	119202.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_4	26679_13	4.0	17.0	III_37_9940C00369.1	III	III	37_9940C00369.1	23495.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_5	26679_13	5.0	17.0	III_40_23543C00118.1	III	III	40_23543C00118.1	74656.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_6	26679_13	6.0	17.0	III_41_22826C00356.1	III	III	41_22826C00356.1	4470.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_7	26679_13	7.0	17.0	I_1_22555C00017.1	I	I	1_22555C00017.1	75552.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_8	26679_13	8.0	17.0	I_35_18770C00051.1	I	I	35_18770C00051.1	7808.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_9	26679_13	9.0	17.0	I_4_22608C00014.1	I	I	4_22608C00014.1	117114.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_10	26679_13	10.0	17.0	Ia_21_284.1	Ia	I	21_284.1	4751671.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_11	26679_13	11.0	17.0	Ia_22_14731C00784.1	Ia	I	22_14731C00784.1	991.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_12	26679_13	12.0	17.0	Ia_24_14478C00383.1	Ia	I	24_14478C00383.1	1440.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_13	26679_13	13.0	17.0	Ia_25_17329C00178.1	Ia	I	25_17329C00178.1	7183.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_14	26679_13	14.0	17.0	Ia_26_17150C00165.1	Ia	I	26_17150C00165.1	7214.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_15	26679_13	15.0	17.0	Ia_28_14556C00369.1	Ia	I	28_14556C00369.1	371.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_16	26679_13	16.0	17.0	Ia_29_19480C00014.1	Ia	I	29_19480C00014.1	129329.0	519.0	11.0	0.0	6.0	0.0	0
26679_13_amp_17	26679_13	17.0	17.0	Ia_30_6268C00014.1	Ia	I	30_6268C00014.1	9084.0	519.0	11.0	0.0	6.0	0.0	0
26679_14_amp_1	26679_14	1.0	3.0	III_13_6010C00003.1	III	III	13_6010C00003.1	921187.0	396.0	0.0	0.0	2.0	1.0	0
26679_14_amp_2	26679_14	2.0	3.0	III_15_10759C00394.1	III	III	15_10759C00394.1	58892.0	396.0	0.0	0.0	2.0	1.0	0
26679_14_amp_3	26679_14	3.0	3.0	IV_16_6263.1	IV	IV	16_6263.1	5760496.0	396.0	0.0	0.0	2.0	1.0	0
26679_18_amp_1	26679_18	1.0	2.0	IV_20_6269C00002.1	IV	IV	20_6269C00002.1	86814.0	325.0	1.0	0.0	0.0	1.0	0
26679_18_amp_2	26679_18	2.0	2.0	I_2_22603C00042.1	I	I	2_22603C00042.1	22508.0	325.0	1.0	0.0	0.0	1.0	0
26679_19_amp_1	26679_19	1.0	10.0	III_14_1121.1	III	III	14_1121.1	2887967.0	487.0	5.0	0.0	5.0	0.0	0
26679_19_amp_2	26679_19	2.0	10.0	III_36_22311C00008.1	III	III	36_22311C00008.1	119200.0	487.0	5.0	0.0	5.0	0.0	0
26679_19_amp_3	26679_19	3.0	10.0	III_37_9940C00369.1	III	III	37_9940C00369.1	23529.0	487.0	5.0	0.0	5.0	0.0	0
26679_19_amp_4	26679_19	4.0	10.0	III_40_23543C00118.1	III	III	40_23543C00118.1	74690.0	487.0	5.0	0.0	5.0	0.0	0
26679_19_amp_5	26679_19	5.0	10.0	III_41_22826C00356.1	III	III	41_22826C00356.1	4504.0	487.0	5.0	0.0	5.0	0.0	0
26679_19_amp_6	26679_19	6.0	10.0	I_38_22827C00302.1	I	I	38_22827C00302.1	15033.0	487.0	5.0	0.0	5.0	0.0	0
26679_19_amp_7	26679_19	7.0	10.0	Ia_23_10528C00012.1	Ia	I	23_10528C00012.1	29052.0	487.0	5.0	0.0	5.0	0.0	0
26679_19_amp_8	26679_19	8.0	10.0	Ic_32_1122.1	Ic	I	32_1122.1	3350343.0	487.0	5.0	0.0	5.0	0.0	0
26679_19_amp_9	26679_19	9.0	10.0	Ic_33_6266C00016.1	Ic	I	33_6266C00016.1	76368.0	487.0	5.0	0.0	5.0	0.0	0
26679_19_amp_10	26679_19	10.0	10.0	Ic_34_23503C00361.1	Ic	I	34_23503C00361.1	22860.0	487.0	5.0	0.0	5.0	0.0	0
95158_8_amp_1	95158_8	1.0	16.0	III_11_6264C00002.1	III	III	11_6264C00002.1	440329.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_2	95158_8	2.0	16.0	II_10_6272C00069.1	II	II	10_6272C00069.1	8927.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_3	95158_8	3.0	16.0	II_9_2088.2	II	II	9_2088.2	1824704.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_4	95158_8	4.0	16.0	IV_17_22599C00057.1	IV	IV	17_22599C00057.1	10983.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_5	95158_8	5.0	16.0	IV_18_22602C00338.1	IV	IV	18_22602C00338.1	9069.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_6	95158_8	6.0	16.0	IV_19_6271C00001.1	IV	IV	19_6271C00001.1	6812257.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_7	95158_8	7.0	16.0	I_1_22555C00009.1	I	I	1_22555C00009.1	109718.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_8	95158_8	8.0	16.0	I_35_18770C00020.1	I	I	35_18770C00020.1	112144.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_9	95158_8	9.0	16.0	I_38_22827C00293.1	I	I	38_22827C00293.1	8891.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_10	95158_8	10.0	16.0	I_4_22608C00003.1	I	I	4_22608C00003.1	93652.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_11	95158_8	11.0	16.0	I_5_22828C00011.2	I	I	5_22828C00011.2	79440.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_12	95158_8	12.0	16.0	Ia_21_284.1	Ia	I	21_284.1	2104266.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_13	95158_8	13.0	16.0	Ia_24_14478C00033.1	Ia	I	24_14478C00033.1	1829.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_14	95158_8	14.0	16.0	Ia_25_17329C00076.1	Ia	I	25_17329C00076.1	45418.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_15	95158_8	15.0	16.0	Ia_26_17150C00075.1	Ia	I	26_17150C00075.1	45364.0	355.0	10.0	2.0	1.0	3.0	0
95158_8_amp_16	95158_8	16.0	16.0	Ia_29_19480C00017.1	Ia	I	29_19480C00017.1	33183.0	355.0	10.0	2.0	1.0	3.0	0
95158_9_amp_1	95158_9	1.0	16.0	III_11_6264C00002.1	III	III	11_6264C00002.1	440328.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_2	95158_9	2.0	16.0	II_10_6272C00069.1	II	II	10_6272C00069.1	8926.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_3	95158_9	3.0	16.0	II_9_2088.2	II	II	9_2088.2	1824703.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_4	95158_9	4.0	16.0	IV_17_22599C00057.1	IV	IV	17_22599C00057.1	10982.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_5	95158_9	5.0	16.0	IV_18_22602C00338.1	IV	IV	18_22602C00338.1	9068.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_6	95158_9	6.0	16.0	IV_19_6271C00001.1	IV	IV	19_6271C00001.1	6812256.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_7	95158_9	7.0	16.0	I_1_22555C00009.1	I	I	1_22555C00009.1	109717.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_8	95158_9	8.0	16.0	I_35_18770C00020.1	I	I	35_18770C00020.1	112143.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_9	95158_9	9.0	16.0	I_38_22827C00293.1	I	I	38_22827C00293.1	8890.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_10	95158_9	10.0	16.0	I_4_22608C00003.1	I	I	4_22608C00003.1	93651.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_11	95158_9	11.0	16.0	I_5_22828C00011.2	I	I	5_22828C00011.2	79439.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_12	95158_9	12.0	16.0	Ia_21_284.1	Ia	I	21_284.1	2104265.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_13	95158_9	13.0	16.0	Ia_24_14478C00033.1	Ia	I	24_14478C00033.1	1828.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_14	95158_9	14.0	16.0	Ia_25_17329C00076.1	Ia	I	25_17329C00076.1	45417.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_15	95158_9	15.0	16.0	Ia_26_17150C00075.1	Ia	I	26_17150C00075.1	45363.0	357.0	10.0	2.0	1.0	3.0	0
95158_9_amp_16	95158_9	16.0	16.0	Ia_29_19480C00017.1	Ia	I	29_19480C00017.1	33182.0	357.0	10.0	2.0	1.0	3.0	0
19_6_amp_1	19_6	1.0	8.0	I_1_22555C00009.1	I	I	1_22555C00009.1	76072.0	334.0	8.0	0.0	0.0	0.0	0
19_6_amp_2	19_6	2.0	8.0	I_35_18770C00020.1	I	I	35_18770C00020.1	78511.0	334.0	8.0	0.0	0.0	0.0	0
19_6_amp_3	19_6	3.0	8.0	I_38_22827C00033.1	I	I	38_22827C00033.1	16665.0	334.0	8.0	0.0	0.0	0.0	0
19_6_amp_4	19_6	4.0	8.0	I_4_22608C00003.1	I	I	4_22608C00003.1	127270.0	334.0	8.0	0.0	0.0	0.0	0
19_6_amp_5	19_6	5.0	8.0	Ia_24_14478C00095.1	Ia	I	24_14478C00095.1	7064.0	334.0	8.0	0.0	0.0	0.0	0
19_6_amp_6	19_6	6.0	8.0	Ia_25_17329C00076.1	Ia	I	25_17329C00076.1	11793.0	334.0	8.0	0.0	0.0	0.0	0
19_6_amp_7	19_6	7.0	8.0	Ia_26_17150C00075.1	Ia	I	26_17150C00075.1	11720.0	334.0	8.0	0.0	0.0	0.0	0
19_6_amp_8	19_6	8.0	8.0	I_3_22829C00200.2	I	I	3_22829C00200.2	4883.0	334.0	8.0	0.0	0.0	0.0	0
19_8_amp_1	19_8	1.0	18.0	I_1_22555C00009.1	I	I	1_22555C00009.1	75993.0	343.0	18.0	0.0	0.0	0.0	0
19_8_amp_2	19_8	2.0	18.0	I_35_18770C00020.1	I	I	35_18770C00020.1	78432.0	343.0	18.0	0.0	0.0	0.0	0
19_8_amp_3	19_8	3.0	18.0	I_38_22827C00033.1	I	I	38_22827C00033.1	16586.0	343.0	18.0	0.0	0.0	0.0	0
19_8_amp_4	19_8	4.0	18.0	I_4_22608C00003.1	I	I	4_22608C00003.1	127340.0	343.0	18.0	0.0	0.0	0.0	0
19_8_amp_5	19_8	5.0	18.0	I_6_22825C00176.1	I	I	6_22825C00176.1	10255.0	352.0	18.0	0.0	0.0	0.0	0
19_8_amp_6	19_8	6.0	18.0	Ia_21_284.1	Ia	I	21_284.1	2071981.0	352.0	18.0	0.0	0.0	0.0	0
19_8_amp_7	19_8	7.0	18.0	Ia_22_14731C00087.1	Ia	I	22_14731C00087.1	9743.0	352.0	18.0	0.0	0.0	0.0	0
19_8_amp_8	19_8	8.0	18.0	Ia_23_10528C00036.1	Ia	I	23_10528C00036.1	4675.0	343.0	18.0	0.0	0.0	0.0	0
19_8_amp_9	19_8	9.0	18.0	Ia_24_14478C00095.1	Ia	I	24_14478C00095.1	7134.0	343.0	18.0	0.0	0.0	0.0	0
19_8_amp_10	19_8	10.0	18.0	Ia_25_17329C00076.1	Ia	I	25_17329C00076.1	11714.0	343.0	18.0	0.0	0.0	0.0	0
19_8_amp_11	19_8	11.0	18.0	Ia_26_17150C00075.1	Ia	I	26_17150C00075.1	11641.0	343.0	18.0	0.0	0.0	0.0	0
19_8_amp_12	19_8	12.0	18.0	Ia_27_19479C00008.1	Ia	I	27_19479C00008.1	37327.0	352.0	18.0	0.0	0.0	0.0	0
19_8_amp_13	19_8	13.0	18.0	Ia_28_14556C00168.1	Ia	I	28_14556C00168.1	782.0	352.0	18.0	0.0	0.0	0.0	0
19_8_amp_14	19_8	14.0	18.0	Ia_29_19480C00017.1	Ia	I	29_19480C00017.1	930.0	352.0	18.0	0.0	0.0	0.0	0
19_8_amp_15	19_8	15.0	18.0	Ia_30_6268C00053.1	Ia	I	30_6268C00053.1	150299.0	352.0	18.0	0.0	0.0	0.0	0
19_8_amp_16	19_8	16.0	18.0	Ia_31_6270C00001.1	Ia	I	31_6270C00001.1	113282.0	352.0	18.0	0.0	0.0	0.0	0
19_8_amp_17	19_8	17.0	18.0	Ic_32_1122.1	Ic	I	32_1122.1	1440420.0	340.0	18.0	0.0	0.0	0.0	0
19_8_amp_18	19_8	18.0	18.0	Ic_33_6266C00012.1	Ic	I	33_6266C00012.1	942.0	340.0	18.0	0.0	0.0	0.0	0
19_11_amp_1	19_11	1.0	27.0	III_11_6264C00002.1	III	III	11_6264C00002.1	465867.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_2	19_11	2.0	27.0	III_12_6265C00002.1	III	III	12_6265C00002.1	75746.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_3	19_11	3.0	27.0	III_13_6010C00003.1	III	III	13_6010C00003.1	444538.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_4	19_11	4.0	27.0	III_14_1121.1	III	III	14_1121.1	6341746.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_5	19_11	5.0	27.0	III_15_10759C00312.1	III	III	15_10759C00312.1	25040.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_6	19_11	6.0	27.0	III_36_22311C00078.1	III	III	36_22311C00078.1	4696.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_7	19_11	7.0	27.0	III_37_9940C00673.1	III	III	37_9940C00673.1	16825.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_8	19_11	8.0	27.0	III_40_23543C00114.1	III	III	40_23543C00114.1	34107.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_9	19_11	9.0	27.0	III_41_22826C00678.1	III	III	41_22826C00678.1	2480.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_10	19_11	10.0	27.0	I_1_22555C00009.1	I	I	1_22555C00009.1	76306.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_11	19_11	11.0	27.0	I_2_22603C00031.1	I	I	2_22603C00031.1	55892.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_12	19_11	12.0	27.0	I_35_18770C00020.1	I	I	35_18770C00020.1	78745.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_13	19_11	13.0	27.0	I_38_22827C00033.1	I	I	38_22827C00033.1	16899.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_14	19_11	14.0	27.0	I_4_22608C00003.1	I	I	4_22608C00003.1	126709.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_15	19_11	15.0	27.0	I_6_22825C00176.1	I	I	6_22825C00176.1	9624.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_16	19_11	16.0	27.0	Ia_21_284.1	Ia	I	21_284.1	2072303.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_17	19_11	17.0	27.0	Ia_23_10528C00036.1	Ia	I	23_10528C00036.1	4044.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_18	19_11	18.0	27.0	Ia_24_14478C00095.1	Ia	I	24_14478C00095.1	6503.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_19	19_11	19.0	27.0	Ia_25_17329C00076.1	Ia	I	25_17329C00076.1	12027.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_20	19_11	20.0	27.0	Ia_26_17150C00075.1	Ia	I	26_17150C00075.1	11954.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_21	19_11	21.0	27.0	Ia_27_19479C00008.1	Ia	I	27_19479C00008.1	36696.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_22	19_11	22.0	27.0	Ia_29_19480C00017.1	Ia	I	29_19480C00017.1	1252.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_23	19_11	23.0	27.0	Ia_30_6268C00053.1	Ia	I	30_6268C00053.1	149668.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_24	19_11	24.0	27.0	Ia_31_6270C00001.1	Ia	I	31_6270C00001.1	113604.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_25	19_11	25.0	27.0	Ic_32_1122.1	Ic	I	32_1122.1	1440730.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_26	19_11	26.0	27.0	Ic_33_6266C00012.1	Ic	I	33_6266C00012.1	1252.0	661.0	18.0	0.0	9.0	0.0	0
19_11_amp_27	19_11	27.0	27.0	Ic_34_23503C00120.1	Ic	I	34_23503C00120.1	1252.0	661.0	18.0	0.0	9.0	0.0	0
19_12_amp_1	19_12	1.0	10.0	IV_16_6263.1	IV	IV	16_6263.1	2385794.0	406.0	5.0	0.0	0.0	5.0	0
19_12_amp_2	19_12	2.0	10.0	IV_20_6269C00011.1	IV	IV	20_6269C00011.1	442623.0	406.0	5.0	0.0	0.0	5.0	0
19_12_amp_3	19_12	3.0	10.0	IV_39_21414C00111.1	IV	IV	39_21414C00111.1	163100.0	406.0	5.0	0.0	0.0	5.0	0
19_12_amp_4	19_12	4.0	10.0	IV_7_22597C00247.1	IV	IV	7_22597C00247.1	512.0	406.0	5.0	0.0	0.0	5.0	0
19_12_amp_5	19_12	5.0	10.0	IV_8_22598C00249.1	IV	IV	8_22598C00249.1	515.0	406.0	5.0	0.0	0.0	5.0	0
19_12_amp_6	19_12	6.0	10.0	I_6_22825C00176.1	I	I	6_22825C00176.1	9802.0	406.0	5.0	0.0	0.0	5.0	0
19_12_amp_7	19_12	7.0	10.0	Ia_21_284.1	Ia	I	21_284.1	2072380.0	406.0	5.0	0.0	0.0	5.0	0
19_12_amp_8	19_12	8.0	10.0	Ia_27_19479C00008.1	Ia	I	27_19479C00008.1	36874.0	406.0	5.0	0.0	0.0	5.0	0
19_12_amp_9	19_12	9.0	10.0	Ia_30_6268C00053.1	Ia	I	30_6268C00053.1	149846.0	406.0	5.0	0.0	0.0	5.0	0
19_12_amp_10	19_12	10.0	10.0	Ia_31_6270C00001.1	Ia	I	31_6270C00001.1	113681.0	406.0	5.0	0.0	0.0	5.0	0
19_14_amp_1	19_14	1.0	14.0	III_11_6264C00002.1	III	III	11_6264C00002.1	466120.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_2	19_14	2.0	14.0	III_14_1121.1	III	III	14_1121.1	6341999.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_3	19_14	3.0	14.0	III_36_22311C00078.1	III	III	36_22311C00078.1	4695.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_4	19_14	4.0	14.0	III_37_9940C00673.1	III	III	37_9940C00673.1	16824.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_5	19_14	5.0	14.0	III_41_22826C00678.1	III	III	41_22826C00678.1	2733.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_6	19_14	6.0	14.0	I_2_22603C00031.1	I	I	2_22603C00031.1	56145.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_7	19_14	7.0	14.0	Ia_21_284.1	Ia	I	21_284.1	2072302.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_8	19_14	8.0	14.0	Ia_22_14731C00087.1	Ia	I	22_14731C00087.1	9365.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_9	19_14	9.0	14.0	Ia_23_10528C00036.1	Ia	I	23_10528C00036.1	4297.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_10	19_14	10.0	14.0	Ia_27_19479C00008.1	Ia	I	27_19479C00008.1	36949.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_11	19_14	11.0	14.0	Ia_28_14556C00168.1	Ia	I	28_14556C00168.1	1103.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_12	19_14	12.0	14.0	Ia_29_19480C00017.1	Ia	I	29_19480C00017.1	1251.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_13	19_14	13.0	14.0	Ia_30_6268C00053.1	Ia	I	30_6268C00053.1	149921.0	409.0	9.0	0.0	5.0	0.0	0
19_14_amp_14	19_14	14.0	14.0	Ia_31_6270C00001.1	Ia	I	31_6270C00001.1	113603.0	409.0	9.0	0.0	5.0	0.0	0
19_15_amp_1	19_15	1.0	20.0	III_12_6265C00002.1	III	III	12_6265C00002.1	75427.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_2	19_15	2.0	20.0	III_13_6010C00003.1	III	III	13_6010C00003.1	444219.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_3	19_15	3.0	20.0	III_15_10759C00312.1	III	III	15_10759C00312.1	24721.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_4	19_15	4.0	20.0	III_40_23543C00114.1	III	III	40_23543C00114.1	34752.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_5	19_15	5.0	20.0	I_1_22555C00009.1	I	I	1_22555C00009.1	75987.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_6	19_15	6.0	20.0	I_2_22603C00031.1	I	I	2_22603C00031.1	56537.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_7	19_15	7.0	20.0	I_35_18770C00020.1	I	I	35_18770C00020.1	78426.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_8	19_15	8.0	20.0	I_38_22827C00033.1	I	I	38_22827C00033.1	16580.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_9	19_15	9.0	20.0	I_4_22608C00003.1	I	I	4_22608C00003.1	127354.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_10	19_15	10.0	20.0	I_6_22825C00176.1	I	I	6_22825C00176.1	10269.0	344.0	16.0	0.0	4.0	0.0	0
19_15_amp_11	19_15	11.0	20.0	Ia_21_284.1	Ia	I	21_284.1	2071975.0	344.0	16.0	0.0	4.0	0.0	0
19_15_amp_12	19_15	12.0	20.0	Ia_23_10528C00036.1	Ia	I	23_10528C00036.1	4689.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_13	19_15	13.0	20.0	Ia_24_14478C00095.1	Ia	I	24_14478C00095.1	7148.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_14	19_15	14.0	20.0	Ia_25_17329C00076.1	Ia	I	25_17329C00076.1	11708.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_15	19_15	15.0	20.0	Ia_26_17150C00075.1	Ia	I	26_17150C00075.1	11635.0	335.0	16.0	0.0	4.0	0.0	0
19_15_amp_16	19_15	16.0	20.0	Ia_27_19479C00008.1	Ia	I	27_19479C00008.1	37341.0	344.0	16.0	0.0	4.0	0.0	0
19_15_amp_17	19_15	17.0	20.0	Ia_30_6268C00053.1	Ia	I	30_6268C00053.1	150313.0	344.0	16.0	0.0	4.0	0.0	0
19_15_amp_18	19_15	18.0	20.0	Ia_31_6270C00001.1	Ia	I	31_6270C00001.1	113276.0	344.0	16.0	0.0	4.0	0.0	0
19_15_amp_19	19_15	19.0	20.0	Ic_32_1122.1	Ic	I	32_1122.1	1440414.0	332.0	16.0	0.0	4.0	0.0	0
19_15_amp_20	19_15	20.0	20.0	Ic_33_6266C00012.1	Ic	I	33_6266C00012.1	936.0	332.0	16.0	0.0	4.0	0.0	0
19_16_amp_1	19_16	1.0	5.0	I_2_22603C00031.1	I	I	2_22603C00031.1	56072.0	544.0	5.0	0.0	0.0	0.0	0
19_16_amp_2	19_16	2.0	5.0	I_6_22825C00176.1	I	I	6_22825C00176.1	9804.0	553.0	5.0	0.0	0.0	0.0	0
19_16_amp_3	19_16	3.0	5.0	Ia_21_284.1	Ia	I	21_284.1	2072231.0	553.0	5.0	0.0	0.0	0.0	0
19_16_amp_4	19_16	4.0	5.0	Ia_23_10528C00036.1	Ia	I	23_10528C00036.1	4224.0	544.0	5.0	0.0	0.0	0.0	0
19_16_amp_5	19_16	5.0	5.0	Ia_27_19479C00008.1	Ia	I	27_19479C00008.1	36876.0	553.0	5.0	0.0	0.0	0.0	0
19_17_amp_1	19_17	1.0	6.0	IV_16_6263.1	IV	IV	16_6263.1	2385474.0	510.0	0.0	0.0	0.0	6.0	0
19_17_amp_2	19_17	2.0	6.0	IV_17_22599C00362.1	IV	IV	17_22599C00362.1	32805.0	510.0	0.0	0.0	0.0	6.0	0
19_17_amp_3	19_17	3.0	6.0	IV_18_22602C00842.1	IV	IV	18_22602C00842.1	13462.0	510.0	0.0	0.0	0.0	6.0	0
19_17_amp_4	19_17	4.0	6.0	IV_39_21414C00111.1	IV	IV	39_21414C00111.1	163316.0	510.0	0.0	0.0	0.0	6.0	0
19_17_amp_5	19_17	5.0	6.0	IV_7_22597C00247.1	IV	IV	7_22597C00247.1	728.0	510.0	0.0	0.0	0.0	6.0	0
19_17_amp_6	19_17	6.0	6.0	IV_8_22598C00249.1	IV	IV	8_22598C00249.1	731.0	510.0	0.0	0.0	0.0	6.0	0
19_18_amp_1	19_18	1.0	15.0	I_1_22555C00009.1	I	I	1_22555C00009.1	76387.0	538.0	15.0	0.0	0.0	0.0	0
19_18_amp_2	19_18	2.0	15.0	I_35_18770C00020.1	I	I	35_18770C00020.1	78826.0	538.0	15.0	0.0	0.0	0.0	0
19_18_amp_3	19_18	3.0	15.0	I_38_22827C00033.1	I	I	38_22827C00033.1	16980.0	538.0	15.0	0.0	0.0	0.0	0
19_18_amp_4	19_18	4.0	15.0	I_4_22608C00003.1	I	I	4_22608C00003.1	126751.0	538.0	15.0	0.0	0.0	0.0	0
19_18_amp_5	19_18	5.0	15.0	I_5_22828C00011.2	I	I	5_22828C00011.2	113912.0	538.0	15.0	0.0	0.0	0.0	0
19_18_amp_6	19_18	6.0	15.0	I_6_22825C00176.1	I	I	6_22825C00176.1	9666.0	538.0	15.0	0.0	0.0	0.0	0
19_18_amp_7	19_18	7.0	15.0	Ia_21_284.1	Ia	I	21_284.1	2072384.0	538.0	15.0	0.0	0.0	0.0	0
19_18_amp_8	19_18	8.0	15.0	Ia_24_14478C00095.1	Ia	I	24_14478C00095.1	6545.0	538.0	15.0	0.0	0.0	0.0	0
19_18_amp_9	19_18	9.0	15.0	Ia_25_17329C00076.1	Ia	I	25_17329C00076.1	12108.0	538.0	15.0	0.0	0.0	0.0	0
19_18_amp_10	19_18	10.0	15.0	Ia_26_17150C00075.1	Ia	I	26_17150C00075.1	12035.0	538.0	15.0	0.0	0.0	0.0	0
19_18_amp_11	19_18	11.0	15.0	Ia_27_19479C00008.1	Ia	I	27_19479C00008.1	36738.0	538.0	15.0	0.0	0.0	0.0	0
