AmpId	SequenceId	PositionInSequence	Length
3903_8_amp_4	Ia_27_19479C00006.1	114188	671
3903_8_amp_5	Ia_28_14556C00005.1	6235	671
3903_8_amp_6	Ia_29_19480C00008.1	72807	671
3903_8_amp_7	Ia_30_6268C00062.1	257807	671
3903_8_amp_8	Ia_31_6270C00011.1	95085	671
3903_10_amp_1	III_11_6264C00020.1	127131	355
3903_10_amp_2	III_14_1121.1	7107763	355
3903_10_amp_3	III_36_22311C00047.1	19656	355
3903_10_amp_4	III_37_9940C00318.1	6849	355
3903_10_amp_5	III_41_22826C01089.1	481	355
3903_10_amp_6	IV_17_22599C00349.1	6471	355
3903_10_amp_7	IV_18_22602C00693.1	3616	355
3903_10_amp_8	I_1_22555C00045.1	16646	355
3903_10_amp_9	I_35_18770C00015.1	98521	355
3903_10_amp_10	I_38_22827C00354.1	4584	355
3903_10_amp_11	I_4_22608C00067.1	16606	355
3903_10_amp_12	I_6_22825C00457.1	3450	355
3903_10_amp_13	Ia_21_284.1	1367900	355
3903_10_amp_14	Ia_22_14731C00483.1	1683	355
3903_10_amp_15	Ia_24_14478C00012.1	27551	355
3903_10_amp_16	Ia_25_17329C00057.1	3764	355
3903_10_amp_17	Ia_26_17150C00053.1	65284	355
3903_10_amp_18	Ia_28_14556C00005.1	6581	355
3903_10_amp_19	Ia_29_19480C00008.1	73153	355
3903_13_amp_1	III_12_6265C00013.1	51623	301
3903_13_amp_2	I_1_22555C00045.1	16381	301
3903_13_amp_3	I_35_18770C00015.1	98256	301
3903_13_amp_4	I_38_22827C00354.1	4319	301
3903_13_amp_5	I_4_22608C00067.1	16341	301
3903_13_amp_6	I_6_22825C00457.1	3185	301
3903_13_amp_7	Ia_21_284.1	1367635	301
3903_13_amp_8	Ia_22_14731C00483.1	1418	301
3903_13_amp_9	Ia_23_10528C00271.1	2841	301
3903_13_amp_10	Ia_24_14478C00012.1	27870	301
3903_13_amp_11	Ia_25_17329C00057.1	3499	301
3903_13_amp_12	Ia_26_17150C00053.1	65019	301
3903_13_amp_13	Ia_27_19479C00006.1	113893	301
3903_13_amp_14	Ia_28_14556C00005.1	6900	301
3903_13_amp_15	Ia_29_19480C00008.1	73472	301
3903_13_amp_16	Ia_30_6268C00062.1	258472	301
3903_13_amp_17	Ia_31_6270C00011.1	95750	301
3903_13_amp_18	Ic_32_1122.1	872981	301
3903_13_amp_19	Ic_33_6266C00002.1	104595	301
3903_13_amp_20	Ic_34_23503C00080.1	87054	301
3903_14_amp_1	Ia_21_284.1	1367928	541
3903_14_amp_2	Ia_27_19479C00006.1	114186	541
3903_14_amp_3	Ia_29_19480C00008.1	72939	541
3903_14_amp_4	Ia_30_6268C00062.1	257939	541
3903_14_amp_5	Ia_31_6270C00011.1	95217	541
3903_15_amp_1	III_12_6265C00013.1	51622	301
3903_15_amp_2	I_1_22555C00045.1	16382	301
3903_15_amp_3	I_35_18770C00015.1	98257	301
3903_15_amp_4	I_38_22827C00354.1	4320	301
3903_15_amp_5	I_4_22608C00067.1	16342	301
3903_15_amp_6	I_6_22825C00457.1	3186	301
3903_15_amp_7	Ia_21_284.1	1367636	301
3903_15_amp_8	Ia_22_14731C00483.1	1419	301
3903_15_amp_9	Ia_23_10528C00271.1	2840	301
3903_15_amp_10	Ia_24_14478C00012.1	27869	301
3903_15_amp_11	Ia_25_17329C00057.1	3500	301
3903_15_amp_12	Ia_26_17150C00053.1	65020	301
3903_15_amp_13	Ia_27_19479C00006.1	113894	301
3903_15_amp_14	Ia_28_14556C00005.1	6899	301
3903_15_amp_15	Ia_29_19480C00008.1	73471	301
3903_15_amp_16	Ia_30_6268C00062.1	258471	301
3903_15_amp_17	Ia_31_6270C00011.1	95749	301
3903_15_amp_18	Ic_32_1122.1	872982	301
3903_15_amp_19	Ic_33_6266C00002.1	104596	301
3903_15_amp_20	Ic_34_23503C00080.1	87055	301
3903_16_amp_1	I_1_22555C00045.1	16670	676
3903_16_amp_2	I_35_18770C00015.1	98545	676
3903_16_amp_3	I_38_22827C00354.1	4608	676
3903_16_amp_4	I_4_22608C00067.1	16630	676
3903_16_amp_5	Ia_21_284.1	1367924	676
3903_16_amp_6	Ia_22_14731C00483.1	1707	676
3903_16_amp_7	Ia_23_10528C00271.1	2177	676
3903_16_amp_8	Ia_24_14478C00012.1	27206	676
3903_16_amp_9	Ia_25_17329C00057.1	3788	676
3903_16_amp_10	Ia_26_17150C00053.1	65308	676
3903_16_amp_11	Ia_27_19479C00006.1	114182	676
3903_16_amp_12	Ia_28_14556C00005.1	6236	676
3903_16_amp_13	Ia_29_19480C00008.1	72808	676
3903_16_amp_14	Ia_30_6268C00062.1	257808	676
3903_16_amp_15	Ia_31_6270C00011.1	95086	676
3903_18_amp_1	I_1_22555C00045.1	16669	694
3903_18_amp_2	I_35_18770C00015.1	98544	694
3903_18_amp_3	I_38_22827C00354.1	4607	694
3903_18_amp_4	I_4_22608C00067.1	16629	694
3903_18_amp_5	I_5_22828C00001.2	9904	694
3903_18_amp_6	Ia_21_284.1	1367923	694
3903_18_amp_7	Ia_22_14731C00483.1	1706	694
3903_18_amp_8	Ia_23_10528C00271.1	2160	694
3903_18_amp_9	Ia_24_14478C00012.1	27189	694
3903_18_amp_10	Ia_25_17329C00057.1	3787	694
3903_18_amp_11	Ia_26_17150C00053.1	65307	694
3903_18_amp_12	Ia_27_19479C00006.1	114181	694
3903_18_amp_13	Ia_28_14556C00005.1	6219	694
3903_18_amp_14	Ia_29_19480C00008.1	72791	694
3903_18_amp_15	Ia_30_6268C00062.1	257791	694
3903_18_amp_16	Ia_31_6270C00011.1	95069	694
443_1_amp_1	III_14_1121.1	2048355	355
443_1_amp_2	III_36_22311C00038.1	29657	355
443_1_amp_3	III_37_9940C00433.1	5703	355
443_1_amp_4	III_41_22826C00188.1	7486	355
443_1_amp_5	I_2_22603C00082.1	28475	355
443_1_amp_6	I_5_22828C00029.2	30637	355
443_1_amp_7	Ia_23_10528C00057.1	2050	355
443_2_amp_1	I_2_22603C00082.1	28474	362
443_2_amp_2	I_5_22828C00029.2	30636	362
443_2_amp_3	Ia_23_10528C00057.1	2049	362
391_1_amp_1	Ia_21_284.1	2457432	351
391_1_amp_2	Ia_29_19480C00052.1	30230	351
391_1_amp_3	Ia_30_6268C00048.1	27141	348
3216_4_amp_1	I_38_22827C00311.1	1846	383
3216_4_amp_2	I_5_22828C00001.2	249484	383
3216_4_amp_3	Ia_23_10528C00058.1	12354	383
3216_11_amp_1	III_11_6264C00010.1	151076	362
3216_11_amp_2	III_14_1121.1	7408870	362
3216_11_amp_3	III_36_22311C00001.1	39526	362
3216_11_amp_4	III_37_9940C00272.1	15150	362
3216_11_amp_5	III_41_22826C00698.1	2374	362
3216_11_amp_6	I_1_22555C00002.1	239476	362
3216_11_amp_7	I_35_18770C00001.1	271853	362
3216_11_amp_8	I_38_22827C00311.1	1866	362
3216_11_amp_9	I_4_22608C00006.1	35368	362
3216_11_amp_10	I_5_22828C00001.2	249485	362
3216_11_amp_11	Ia_23_10528C00058.1	12374	362
3216_11_amp_12	Ia_24_14478C00039.1	16191	362
3216_11_amp_13	Ia_25_17329C00198.1	12455	362
3216_11_amp_14	Ia_26_17150C00183.1	12441	362
3482_1_amp_1	I_1_22555C00008.1	94181	557
3482_1_amp_2	I_35_18770C00003.1	94161	557
3482_1_amp_3	Ia_21_284.1	6258207	557
3482_1_amp_4	Ia_22_14731C00015.1	5820	557
3482_1_amp_5	Ia_28_14556C00098.1	7809	557
3482_1_amp_6	Ia_30_6268C00098.1	86763	557
3482_2_amp_1	I_6_22825C00125.1	7488	372
3482_2_amp_2	Ia_21_284.1	6258541	372
3482_2_amp_3	Ia_27_19479C00028.1	8662	372
3482_2_amp_4	Ia_29_19480C00005.1	98625	372
3482_2_amp_5	Ia_30_6268C00098.1	86614	372
3482_2_amp_6	Ia_31_6270C00005.1	220799	372
3482_3_amp_1	IV_16_6263.1	1361344	623
3482_3_amp_2	IV_39_21414C00234.1	57950	623
3482_3_amp_3	IV_7_22597C00348.1	39470	623
3482_3_amp_4	IV_8_22598C00166.1	6558	623
3482_3_amp_5	I_1_22555C00008.1	94384	623
3482_3_amp_6	I_35_18770C00003.1	94364	623
3482_3_amp_7	I_38_22827C00353.1	1135	623
3482_3_amp_8	I_4_22608C00063.1	679	623
3482_3_amp_9	I_5_22828C00047.2	8340	623
3482_3_amp_10	I_6_22825C00125.1	6885	623
3482_3_amp_11	Ia_21_284.1	6257938	623
3482_3_amp_12	Ia_22_14731C00015.1	6023	623
3482_3_amp_13	Ia_24_14478C00001.1	44295	623
3482_3_amp_14	Ia_25_17329C00183.1	44212	623
3482_3_amp_15	Ia_26_17150C00169.1	44347	623
3482_3_amp_16	Ia_27_19479C00028.1	8059	623
3482_3_amp_17	Ia_28_14556C00098.1	7540	623
3482_3_amp_18	Ia_29_19480C00005.1	98977	623
3482_3_amp_19	Ia_30_6268C00098.1	86966	623
3482_3_amp_20	Ia_31_6270C00005.1	220196	623
3482_4_amp_1	I_1_22555C00008.1	94180	560
3482_4_amp_2	I_35_18770C00003.1	94160	560
3482_4_amp_3	I_6_22825C00125.1	7152	560
3482_4_amp_4	Ia_21_284.1	6258205	560
3482_4_amp_5	Ia_22_14731C00015.1	5819	560
3482_4_amp_6	Ia_27_19479C00028.1	8326	560
3482_4_amp_7	Ia_28_14556C00098.1	7807	560
3482_4_amp_8	Ia_30_6268C00098.1	86762	560
3482_4_amp_9	Ia_31_6270C00005.1	220463	560
3482_5_amp_1	I_1_22555C00008.1	94385	396
3482_5_amp_2	I_35_18770C00003.1	94365	396
3482_5_amp_3	I_38_22827C00353.1	1136	396
3482_5_amp_4	I_4_22608C00063.1	680	396
3482_5_amp_5	I_5_22828C00047.2	8341	396
3482_5_amp_6	I_6_22825C00125.1	7111	396
3482_5_amp_7	Ia_21_284.1	6258164	396
3482_5_amp_8	Ia_22_14731C00015.1	6024	396
3482_5_amp_9	Ia_24_14478C00001.1	44521	396
3482_5_amp_10	Ia_25_17329C00183.1	44438	396
3482_5_amp_11	Ia_26_17150C00169.1	44573	396
3482_5_amp_12	Ia_27_19479C00028.1	8285	396
3482_5_amp_13	Ia_28_14556C00098.1	7766	396
3482_5_amp_14	Ia_29_19480C00005.1	98978	396
3482_5_amp_15	Ia_30_6268C00098.1	86967	396
3482_5_amp_16	Ia_31_6270C00005.1	220422	396
3482_7_amp_1	I_6_22825C00125.1	7151	360
3482_7_amp_2	Ia_21_284.1	6258204	360
3482_7_amp_3	Ia_27_19479C00028.1	8325	360
3482_7_amp_4	Ia_31_6270C00005.1	220462	360
3482_10_amp_1	Ia_30_6268C00098.1	86613	654
3482_12_amp_1	I_6_22825C00125.1	7191	667
3482_12_amp_2	Ia_21_284.1	6258244	667
3482_12_amp_3	Ia_27_19479C00028.1	8365	667
3482_12_amp_4	Ia_29_19480C00005.1	98627	667
3482_12_amp_5	Ia_30_6268C00098.1	86616	667
3482_12_amp_6	Ia_31_6270C00005.1	220502	667
3482_15_amp_1	I_1_22555C00008.1	94022	694
3482_15_amp_2	I_35_18770C00003.1	94002	694
3482_15_amp_3	I_4_22608C00063.1	317	694
3482_15_amp_4	Ia_23_10528C00089.1	11762	694
3482_15_amp_5	Ia_24_14478C00001.1	44586	694
3482_15_amp_6	Ia_25_17329C00183.1	44503	694
3482_15_amp_7	Ia_26_17150C00169.1	44638	694
3482_16_amp_1	I_38_22827C00353.1	791	643
3482_16_amp_2	Ia_30_6268C00098.1	86622	643
3482_17_amp_1	IV_19_6271C00002.1	123238	381
3482_17_amp_2	I_3_22829C00143.2	1900	381
3482_19_amp_1	Ic_32_1122.1	4273823	403
3482_19_amp_2	Ic_33_6266C00006.1	52826	403
3482_19_amp_3	Ic_34_23503C00113.1	45266	403
35402_1_amp_1	I_6_22825C00429.1	1735	347
35402_1_amp_2	Ia_21_284.1	2425472	347
35402_1_amp_3	Ia_27_19479C00005.1	184676	347
35402_1_amp_4	Ia_29_19480C00039.1	67908	347
35402_1_amp_5	Ia_31_6270C00004.1	138385	347
18019_4_amp_1	I_1_22555C00003.1	11028	614
18019_4_amp_2	I_35_18770C00005.1	87825	614
18019_4_amp_3	I_38_22827C00344.1	9465	614
18019_4_amp_4	I_4_22608C00001.1	5127	614
18019_4_amp_5	I_5_22828C00035.2	48018	614
18019_4_amp_6	Ia_23_10528C00235.1	4902	614
18019_4_amp_7	Ia_24_14478C00049.1	6057	614
18019_4_amp_8	Ia_25_17329C00009.1	6149	614
18019_4_amp_9	Ia_26_17150C00009.1	6150	614
18019_4_amp_10	Ia_30_6268C00082.1	100504	614
18019_4_amp_11	I_3_22829C00163.2	4838	614
18019_5_amp_1	I_5_22828C00035.2	47259	610
18019_5_amp_2	Ia_21_284.1	7360086	610
18019_5_amp_3	Ia_22_14731C00281.1	1687	610
18019_5_amp_4	Ia_27_19479C00001.1	53446	610
18019_5_amp_5	Ia_28_14556C00034.1	17816	610
18019_5_amp_6	Ia_29_19480C00016.1	111903	610
18019_5_amp_7	Ia_30_6268C00082.1	101267	610
18019_5_amp_8	Ia_31_6270C00026.1	45326	610
18019_6_amp_1	Ic_32_1122.1	5300173	612
18019_6_amp_2	Ic_33_6266C00003.1	172254	612
18019_6_amp_3	Ic_34_23503C00205.1	8730	612
18019_6_amp_4	I_3_22829C00163.2	5602	612
18019_8_amp_1	I_4_22608C00001.1	5893	406
18019_8_amp_2	Ia_24_14478C00049.1	5499	406
18019_8_amp_3	Ia_25_17329C00009.1	5591	406
18019_8_amp_4	Ia_26_17150C00009.1	5592	406
18019_8_amp_5	Ic_32_1122.1	5300377	406
18019_8_amp_6	Ic_33_6266C00003.1	172256	406
18019_8_amp_7	Ic_34_23503C00205.1	8732	406
18019_8_amp_8	I_3_22829C00163.2	5604	406
18019_12_amp_1	I_1_22555C00003.1	10419	458
18019_12_amp_2	I_35_18770C00005.1	87216	458
18019_12_amp_3	I_4_22608C00001.1	5892	458
18019_12_amp_4	Ia_24_14478C00049.1	5448	458
18019_12_amp_5	Ia_25_17329C00009.1	5540	458
18019_12_amp_6	Ia_26_17150C00009.1	5541	458
18019_12_amp_7	Ic_32_1122.1	5300326	458
18019_12_amp_8	Ic_33_6266C00003.1	172255	458
18019_12_amp_9	Ic_34_23503C00205.1	8731	458
53208_2_amp_1	I_38_22827C00280.1	38125	505
53208_2_amp_2	I_6_22825C00352.1	3637	505
53208_2_amp_3	Ia_21_284.1	2478703	505
53208_2_amp_4	Ia_23_10528C00102.1	16705	508
53208_2_amp_5	Ia_27_19479C00005.1	263378	505
53208_2_amp_6	Ia_29_19480C00032.1	19402	505
53208_2_amp_7	Ia_30_6268C00048.1	9137	505
53208_2_amp_8	Ia_31_6270C00004.1	203692	505
53208_2_amp_9	Ic_32_1122.1	1761108	505
53208_2_amp_10	Ic_33_6266C00011.1	76059	505
53208_2_amp_11	Ic_34_23503C00002.1	37223	505
53208_4_amp_1	I_2_22603C00009.1	85123	506
53208_4_amp_2	I_38_22827C00280.1	38126	506
53208_4_amp_3	I_6_22825C00352.1	3635	506
53208_4_amp_4	Ia_21_284.1	2478704	506
53208_4_amp_5	Ia_23_10528C00102.1	16706	509
53208_4_amp_6	Ia_27_19479C00005.1	263379	506
53208_4_amp_7	Ia_29_19480C00032.1	19403	506
53208_4_amp_8	Ia_30_6268C00048.1	9135	506
53208_4_amp_9	Ia_31_6270C00004.1	203693	506
53208_4_amp_10	Ic_32_1122.1	1761109	506
53208_4_amp_11	Ic_33_6266C00011.1	76057	506
53208_4_amp_12	Ic_34_23503C00002.1	37221	506
53208_4_amp_13	I_3_22829C00598.2	902	506
53208_5_amp_1	I_2_22603C00009.1	85126	502
53208_5_amp_2	I_38_22827C00280.1	38129	502
53208_5_amp_3	I_5_22828C00004.2	20776	502
53208_5_amp_4	I_6_22825C00352.1	3636	502
53208_5_amp_5	Ia_21_284.1	2478707	502
53208_5_amp_6	Ia_23_10528C00102.1	16709	505
53208_5_amp_7	Ia_27_19479C00005.1	263382	502
53208_5_amp_8	Ia_29_19480C00032.1	19406	502
53208_5_amp_9	Ia_30_6268C00048.1	9136	502
53208_5_amp_10	Ia_31_6270C00004.1	203696	502
53208_5_amp_11	Ic_32_1122.1	1761112	502
53208_5_amp_12	Ic_33_6266C00011.1	76058	502
53208_5_amp_13	Ic_34_23503C00002.1	37222	502
53208_5_amp_14	I_3_22829C00598.2	903	502
21391_1_amp_1	I_5_22828C00007.2	54814	312
21391_1_amp_2	Ia_23_10528C00007.1	52992	312
28083_2	No amplification
28083_4	No amplification
301_1_amp_1	III_11_6264C00002.1	316891	412
301_1_amp_2	III_13_6010C00002.1	479829	412
301_1_amp_3	III_14_1121.1	6169042	412
301_1_amp_4	III_15_10759C00132.1	2214	412
301_1_amp_5	III_36_22311C00003.1	140065	412
301_1_amp_6	III_37_9940C00669.1	2330	412
301_1_amp_7	III_40_23543C00036.1	145544	412
301_1_amp_8	III_41_22826C00830.1	946	412
301_1_amp_9	I_1_22555C00007.1	263604	412
301_1_amp_10	I_35_18770C00002.1	83951	412
301_1_amp_11	I_38_22827C00247.1	1606	412
301_1_amp_12	I_4_22608C00011.1	74807	412
301_1_amp_13	I_5_22828C00002.2	147677	412
301_1_amp_14	I_6_22825C00369.1	4466	412
301_1_amp_15	Ia_21_284.1	2335112	412
301_1_amp_16	Ia_22_14731C00007.1	14352	412
301_1_amp_17	Ia_23_10528C00052.1	9638	412
301_1_amp_18	Ia_24_14478C00063.1	4159	412
301_1_amp_19	Ia_25_17329C00131.1	14386	412
301_1_amp_20	Ia_26_17150C00122.1	14280	412
301_1_amp_21	Ia_27_19479C00005.1	97820	412
301_1_amp_22	Ia_28_14556C00061.1	14357	412
301_1_amp_23	Ia_29_19480C00024.1	99946	412
301_3_amp_1	I_6_22825C00369.1	4496	680
301_3_amp_2	Ia_23_10528C00052.1	9668	680
301_3_amp_3	Ia_30_6268C00050.1	67124	680
301_3_amp_4	Ic_32_1122.1	1643112	680
301_3_amp_5	Ic_33_6266C00020.1	36264	680
301_3_amp_6	Ic_34_23503C00221.1	20063	680
301_4_amp_1	III_11_6264C00002.1	316592	326
301_4_amp_2	III_12_6265C00002.1	219111	326
301_4_amp_3	III_13_6010C00002.1	480214	326
301_4_amp_4	III_14_1121.1	6168743	326
301_4_amp_5	III_15_10759C00132.1	2599	326
301_4_amp_6	III_36_22311C00003.1	140450	326
301_4_amp_7	III_37_9940C00669.1	2715	326
301_4_amp_8	III_40_23543C00036.1	145245	326
301_4_amp_9	III_41_22826C00830.1	647	326
301_4_amp_10	I_2_22603C00034.1	48573	326
301_4_amp_11	I_6_22825C00369.1	4851	326
301_8_amp_1	I_1_22555C00007.1	263603	340
301_8_amp_2	I_35_18770C00002.1	84024	340
301_8_amp_3	I_38_22827C00247.1	1605	340
301_8_amp_4	I_4_22608C00011.1	74880	340
301_8_amp_5	I_5_22828C00002.2	147676	340
301_8_amp_6	Ia_21_284.1	2335185	340
301_8_amp_7	Ia_23_10528C00052.1	9711	340
301_8_amp_8	Ia_24_14478C00063.1	4158	340
301_8_amp_9	Ia_25_17329C00131.1	14385	340
301_8_amp_10	Ia_26_17150C00122.1	14279	340
301_8_amp_11	Ia_29_19480C00024.1	100019	340
301_10_amp_1	I_1_22555C00007.1	263605	343
301_10_amp_2	I_35_18770C00002.1	84019	343
301_10_amp_3	I_38_22827C00247.1	1607	343
301_10_amp_4	I_4_22608C00011.1	74875	343
301_10_amp_5	I_5_22828C00002.2	147678	343
301_10_amp_6	Ia_21_284.1	2335180	343
301_10_amp_7	Ia_23_10528C00052.1	9706	343
301_10_amp_8	Ia_24_14478C00063.1	4160	343
301_10_amp_9	Ia_25_17329C00131.1	14387	343
301_10_amp_10	Ia_26_17150C00122.1	14281	343
301_10_amp_11	Ia_29_19480C00024.1	100014	343
301_11_amp_1	II_10_6272C00002.1	28559	642
301_11_amp_2	II_9_2088.2	3027418	642
301_11_amp_3	Ia_23_10528C00052.1	9703	642
301_11_amp_4	Ia_30_6268C00050.1	67127	642
301_12_amp_1	III_40_23543C00036.1	145217	342
301_12_amp_2	IV_19_6271C00001.1	6452461	342
301_12_amp_3	I_1_22555C00007.1	263277	342
301_12_amp_4	I_35_18770C00002.1	84348	342
301_12_amp_5	I_38_22827C00247.1	1279	342
301_12_amp_6	I_4_22608C00011.1	75204	342
301_12_amp_7	I_6_22825C00369.1	4863	342
301_12_amp_8	Ia_21_284.1	2335509	342
301_12_amp_9	Ia_23_10528C00052.1	10035	342
301_12_amp_10	Ia_24_14478C00063.1	3832	342
301_12_amp_11	Ia_25_17329C00131.1	14059	342
301_12_amp_12	Ia_26_17150C00122.1	13953	342
301_12_amp_13	Ia_27_19479C00005.1	98217	342
301_12_amp_14	Ia_29_19480C00024.1	100343	342
301_12_amp_15	Ia_30_6268C00050.1	67095	342
301_14_amp_1	III_12_6265C00002.1	219023	446
301_14_amp_2	III_40_23543C00036.1	145213	446
301_14_amp_3	IV_19_6271C00001.1	6452457	446
301_14_amp_4	I_1_22555C00007.1	263273	446
301_14_amp_5	I_35_18770C00002.1	84248	446
301_14_amp_6	I_38_22827C00247.1	1275	446
301_14_amp_7	I_4_22608C00011.1	75104	446
301_14_amp_8	I_6_22825C00369.1	4763	446
301_14_amp_9	Ia_21_284.1	2335409	446
301_14_amp_10	Ia_22_14731C00007.1	14021	446
301_14_amp_11	Ia_23_10528C00052.1	9935	446
301_14_amp_12	Ia_24_14478C00063.1	3828	446
301_14_amp_13	Ia_25_17329C00131.1	14055	446
301_14_amp_14	Ia_26_17150C00122.1	13949	446
301_14_amp_15	Ia_27_19479C00005.1	98117	446
301_14_amp_16	Ia_28_14556C00061.1	14026	446
301_14_amp_17	Ia_29_19480C00024.1	100243	446
301_14_amp_18	Ia_31_6270C00004.1	51883	446
301_16_amp_1	III_13_6010C00002.1	480004	526
301_16_amp_2	III_15_10759C00132.1	2389	526
301_16_amp_3	I_2_22603C00034.1	48363	526
301_17_amp_1	III_13_6010C00002.1	480006	525
301_17_amp_2	III_15_10759C00132.1	2391	525
301_17_amp_3	I_2_22603C00034.1	48365	525
685489_5_amp_1	IV_17_22599C00199.1	2471	356
685489_5_amp_2	IV_18_22602C00531.1	1816	356
685489_5_amp_3	I_1_22555C00018.1	106146	356
685489_5_amp_4	I_35_18770C00030.1	21626	356
685489_5_amp_5	I_38_22827C00016.1	38820	356
685489_5_amp_6	I_4_22608C00043.1	21488	356
685489_5_amp_7	I_5_22828C00116.2	6859	356
685489_5_amp_8	Ia_21_284.1	3081802	356
685489_5_amp_9	Ia_22_14731C00360.1	2137	356
685489_5_amp_10	Ia_24_14478C00134.1	9478	356
685489_5_amp_11	Ia_25_17329C00116.1	1660	356
685489_5_amp_12	Ia_26_17150C00110.1	1666	356
685489_5_amp_13	Ia_28_14556C00081.1	7831	356
685489_5_amp_14	Ia_29_19480C00010.1	142890	356
685489_5_amp_15	Ia_30_6268C00018.1	149337	356
685489_7_amp_1	IV_17_22599C00199.1	2529	635
685489_7_amp_2	IV_18_22602C00531.1	1479	635
685489_7_amp_3	I_2_22603C00126.1	941	635
685489_7_amp_4	I_6_22825C00790.1	112	635
685489_7_amp_5	Ia_21_284.1	3081860	635
685489_7_amp_6	Ia_22_14731C00360.1	2195	635
685489_7_amp_7	Ia_23_10528C00101.1	4175	635
685489_7_amp_8	Ia_27_19479C00020.1	52098	635
685489_7_amp_9	Ia_28_14556C00081.1	7494	635
685489_7_amp_10	Ia_29_19480C00010.1	142948	635
685489_7_amp_11	Ia_31_6270C00016.1	73388	635
685489_7_amp_12	Ic_32_1122.1	3124244	635
685489_7_amp_13	Ic_33_6266C00023.1	40860	635
685489_7_amp_14	Ic_34_23503C00383.1	20706	635
685489_7_amp_15	I_3_22829C00556.2	1785	635
685489_8_amp_1	III_11_6264C00002.1	81395	638
685489_8_amp_2	III_41_22826C00899.1	1576	638
685489_8_amp_3	IV_16_6263.1	4609835	638
685489_8_amp_4	IV_17_22599C00199.1	2528	638
685489_8_amp_5	IV_18_22602C00531.1	1477	638
685489_8_amp_6	IV_20_6269C00011.1	1550437	638
685489_8_amp_7	IV_39_21414C00035.1	12412	638
685489_8_amp_8	IV_7_22597C00202.1	4064	638
685489_8_amp_9	IV_8_22598C00553.1	27763	638
685489_8_amp_10	I_2_22603C00126.1	940	638
685489_8_amp_11	I_6_22825C00790.1	110	638
685489_8_amp_12	Ia_21_284.1	3081859	638
685489_8_amp_13	Ia_22_14731C00360.1	2194	638
685489_8_amp_14	Ia_23_10528C00101.1	4173	638
685489_8_amp_15	Ia_27_19479C00020.1	52096	638
685489_8_amp_16	Ia_28_14556C00081.1	7492	638
685489_8_amp_17	Ia_29_19480C00010.1	142947	638
685489_8_amp_18	Ia_31_6270C00016.1	73387	638
685489_8_amp_19	Ic_32_1122.1	3124242	638
685489_8_amp_20	Ic_33_6266C00023.1	40859	638
685489_8_amp_21	Ic_34_23503C00383.1	20705	638
685489_8_amp_22	I_3_22829C00556.2	1783	638
685489_9_amp_1	III_12_6265C00015.1	65906	306
685489_9_amp_2	III_40_23543C00102.1	72980	306
685489_9_amp_3	IV_16_6263.1	4610165	306
685489_9_amp_4	IV_17_22599C00199.1	2530	306
685489_9_amp_5	IV_18_22602C00531.1	1807	306
685489_9_amp_6	IV_20_6269C00011.1	1550439	306
685489_9_amp_7	IV_39_21414C00035.1	12742	306
685489_9_amp_8	IV_7_22597C00202.1	4066	306
685489_9_amp_9	IV_8_22598C00553.1	28093	306
685489_9_amp_10	I_6_22825C00790.1	440	306
685489_9_amp_11	Ia_21_284.1	3081861	306
685489_9_amp_12	Ia_22_14731C00360.1	2196	306
685489_9_amp_13	Ia_23_10528C00101.1	4503	306
685489_9_amp_14	Ia_27_19479C00020.1	52426	306
685489_9_amp_15	Ia_28_14556C00081.1	7822	306
685489_9_amp_16	Ia_29_19480C00010.1	142949	306
685489_9_amp_17	Ia_31_6270C00016.1	73389	306
685489_9_amp_18	Ic_32_1122.1	3124572	306
685489_9_amp_19	Ic_33_6266C00023.1	40861	306
685489_9_amp_20	Ic_34_23503C00383.1	20707	306
685489_10_amp_1	I_1_22555C00018.1	106152	325
685489_10_amp_2	I_35_18770C00030.1	21632	325
685489_10_amp_3	I_38_22827C00016.1	38826	325
685489_10_amp_4	I_4_22608C00043.1	21494	325
685489_10_amp_5	Ia_21_284.1	3081808	325
685489_10_amp_6	Ia_24_14478C00134.1	9503	325
685489_10_amp_7	Ia_25_17329C00116.1	1666	325
685489_10_amp_8	Ia_26_17150C00110.1	1672	325
685489_10_amp_9	Ia_30_6268C00018.1	149343	325
685489_11_amp_1	IV_17_22599C00199.1	2474	363
685489_11_amp_2	IV_18_22602C00531.1	1806	363
685489_11_amp_3	IV_20_6269C00011.1	1550383	363
685489_11_amp_4	I_1_22555C00018.1	106149	363
685489_11_amp_5	I_35_18770C00030.1	21629	363
685489_11_amp_6	I_38_22827C00016.1	38823	363
685489_11_amp_7	I_4_22608C00043.1	21491	363
685489_11_amp_8	I_5_22828C00116.2	6862	363
685489_11_amp_9	Ia_21_284.1	3081805	363
685489_11_amp_10	Ia_22_14731C00360.1	2140	363
685489_11_amp_11	Ia_24_14478C00134.1	9468	363
685489_11_amp_12	Ia_25_17329C00116.1	1663	363
685489_11_amp_13	Ia_26_17150C00110.1	1669	363
685489_11_amp_14	Ia_28_14556C00081.1	7821	363
685489_11_amp_15	Ia_29_19480C00010.1	142893	363
685489_18_amp_1	II_10_6272C00032.1	24909	352
685489_18_amp_2	II_9_2088.2	2704323	352
685489_18_amp_3	IV_17_22599C00199.1	2473	352
685489_18_amp_4	IV_18_22602C00531.1	1818	352
685489_18_amp_5	I_1_22555C00018.1	106148	352
685489_18_amp_6	I_35_18770C00030.1	21628	352
