AmpId	SequenceId	PositionInSequence	Length
3299_4_amp_16	I_5_22828C00023.2	24619	429
3299_4_amp_17	I_6_22825C00192.1	9361	429
3299_4_amp_18	Ia_21_284.1	6324844	429
3299_4_amp_19	Ia_22_14731C00024.1	1738	429
3299_4_amp_20	Ia_23_10528C00011.1	30070	429
3299_4_amp_21	Ia_24_14478C00119.1	10274	429
3299_4_amp_22	Ia_25_17329C00186.1	10341	429
3299_4_amp_23	Ia_26_17150C00172.1	10347	429
3299_4_amp_24	Ia_27_19479C00028.1	75444	429
3299_4_amp_25	Ia_28_14556C00002.1	28472	429
3299_4_amp_26	Ia_29_19480C00005.1	32266	429
3299_4_amp_27	Ia_30_6268C00098.1	20072	429
3299_4_amp_28	Ia_31_6270C00028.1	63722	429
3299_4_amp_29	I_3_22829C00357.2	426	429
3299_5_amp_1	III_11_6264C00009.1	33479	420
3299_5_amp_2	III_12_6265C00011.1	33534	420
3299_5_amp_3	III_13_6010C00001.1	1532088	420
3299_5_amp_4	III_14_1121.1	1313334	420
3299_5_amp_5	III_15_10759C00353.1	33458	420
3299_5_amp_6	III_36_22311C00007.1	143210	420
3299_5_amp_7	III_37_9940C00316.1	10344	420
3299_5_amp_8	III_40_23543C00025.1	33128	420
3299_5_amp_9	III_41_22826C00509.1	627	420
3299_5_amp_10	IV_16_6263.1	1292305	420
3299_5_amp_11	IV_20_6269C00006.1	264353	420
3299_5_amp_12	IV_39_21414C00234.1	127678	420
3299_5_amp_13	IV_7_22597C00004.1	15553	420
3299_5_amp_14	IV_8_22598C00103.1	5475	420
3299_5_amp_15	I_1_22555C00008.1	31390	420
3299_5_amp_16	I_2_22603C00026.1	50220	420
3299_5_amp_17	I_35_18770C00003.1	31333	420
3299_5_amp_18	I_38_22827C00298.1	6028	420
3299_5_amp_19	I_4_22608C00022.1	62023	420
3299_5_amp_20	I_5_22828C00023.2	24627	420
3299_5_amp_21	I_6_22825C00192.1	9362	420
3299_5_amp_22	Ia_21_284.1	6324845	420
3299_5_amp_23	Ia_22_14731C00024.1	1739	420
3299_5_amp_24	Ia_23_10528C00011.1	30078	420
3299_5_amp_25	Ia_24_14478C00119.1	10275	420
3299_5_amp_26	Ia_25_17329C00186.1	10342	420
3299_5_amp_27	Ia_26_17150C00172.1	10348	420
3299_5_amp_28	Ia_27_19479C00028.1	75445	420
3299_5_amp_29	Ia_28_14556C00002.1	28480	420
3299_5_amp_30	Ia_29_19480C00005.1	32274	420
3299_5_amp_31	Ia_30_6268C00098.1	20080	420
3299_5_amp_32	Ia_31_6270C00028.1	63723	420
3299_5_amp_33	I_3_22829C00357.2	434	420
3299_7_amp_1	III_11_6264C00009.1	33472	505
3299_7_amp_2	III_12_6265C00011.1	33527	505
3299_7_amp_3	III_14_1121.1	1313327	505
3299_7_amp_4	III_36_22311C00007.1	143132	505
3299_7_amp_5	III_37_9940C00316.1	10266	505
3299_7_amp_6	III_40_23543C00025.1	33121	505
3299_7_amp_7	III_41_22826C00509.1	620	505
3299_7_amp_8	II_10_6272C00001.1	69332	505
3299_7_amp_9	II_9_2088.2	4397072	505
3299_7_amp_10	IV_16_6263.1	1292298	505
3299_7_amp_11	IV_19_6271C00002.1	193777	505
3299_7_amp_12	IV_20_6269C00006.1	264275	505
3299_7_amp_13	I_1_22555C00008.1	31383	505
3299_7_amp_14	I_35_18770C00003.1	31326	505
3299_7_amp_15	I_38_22827C00298.1	5950	505
3299_7_amp_16	I_4_22608C00022.1	61945	505
3299_7_amp_17	I_5_22828C00023.2	24620	505
3299_7_amp_18	I_6_22825C00192.1	9284	505
3299_7_amp_19	Ia_21_284.1	6324767	505
3299_7_amp_20	Ia_22_14731C00024.1	1661	505
3299_7_amp_21	Ia_23_10528C00011.1	30071	505
3299_7_amp_22	Ia_24_14478C00119.1	10197	505
3299_7_amp_23	Ia_25_17329C00186.1	10264	505
3299_7_amp_24	Ia_26_17150C00172.1	10270	505
3299_7_amp_25	Ia_27_19479C00028.1	75367	505
3299_7_amp_26	Ia_28_14556C00002.1	28473	505
3299_7_amp_27	Ia_29_19480C00005.1	32267	505
3299_7_amp_28	Ia_30_6268C00098.1	20073	505
3299_7_amp_29	Ia_31_6270C00028.1	63645	505
3299_7_amp_30	I_3_22829C00357.2	427	505
3299_8_amp_1	III_13_6010C00001.1	1532186	326
3299_8_amp_2	III_15_10759C00353.1	33454	326
3299_8_amp_3	II_10_6272C00001.1	69335	326
3299_8_amp_4	II_9_2088.2	4397248	326
3299_8_amp_5	IV_16_6263.1	1292301	326
3299_8_amp_6	IV_17_22599C00265.1	6868	326
3299_8_amp_7	IV_18_22602C00342.1	2100	326
3299_8_amp_8	IV_20_6269C00006.1	264451	326
3299_8_amp_9	IV_39_21414C00234.1	127776	326
3299_8_amp_10	IV_7_22597C00004.1	15549	326
3299_8_amp_11	IV_8_22598C00103.1	5573	326
3299_8_amp_12	I_1_22555C00008.1	31386	326
3299_8_amp_13	I_2_22603C00026.1	50318	326
3299_8_amp_14	I_35_18770C00003.1	31329	326
3299_8_amp_15	I_4_22608C00022.1	62121	326
3299_8_amp_16	I_6_22825C00192.1	9460	326
3299_8_amp_17	Ia_22_14731C00024.1	1837	326
3299_8_amp_18	Ia_23_10528C00011.1	30074	326
3299_8_amp_19	Ia_24_14478C00119.1	10373	326
3299_8_amp_20	Ia_25_17329C00186.1	10440	326
3299_8_amp_21	Ia_26_17150C00172.1	10446	326
3299_8_amp_22	Ia_27_19479C00028.1	75543	326
3299_8_amp_23	Ia_28_14556C00002.1	28476	326
3299_8_amp_24	Ia_30_6268C00098.1	20076	326
3299_8_amp_25	Ia_31_6270C00028.1	63821	326
3299_8_amp_26	I_3_22829C00357.2	430	326
3299_10_amp_1	III_11_6264C00009.1	33474	533
3299_10_amp_2	III_13_6010C00001.1	1531980	533
3299_10_amp_3	III_14_1121.1	1313329	533
3299_10_amp_4	III_15_10759C00353.1	33453	533
3299_10_amp_5	III_36_22311C00007.1	143102	533
3299_10_amp_6	III_37_9940C00316.1	10236	533
3299_10_amp_7	III_41_22826C00509.1	622	533
3299_10_amp_8	I_1_22555C00008.1	31385	533
3299_10_amp_9	I_2_22603C00026.1	50112	533
3299_10_amp_10	I_35_18770C00003.1	31328	533
3299_10_amp_11	I_38_22827C00298.1	5920	533
3299_10_amp_12	I_4_22608C00022.1	61915	533
3299_10_amp_13	I_5_22828C00023.2	24622	533
3299_10_amp_14	I_6_22825C00192.1	9254	533
3299_10_amp_15	Ia_21_284.1	6324737	533
3299_10_amp_16	Ia_22_14731C00024.1	1631	533
3299_10_amp_17	Ia_23_10528C00011.1	30073	533
3299_10_amp_18	Ia_24_14478C00119.1	10167	533
3299_10_amp_19	Ia_25_17329C00186.1	10234	533
3299_10_amp_20	Ia_26_17150C00172.1	10240	533
3299_10_amp_21	Ia_27_19479C00028.1	75337	533
3299_10_amp_22	Ia_28_14556C00002.1	28475	533
3299_10_amp_23	Ia_29_19480C00005.1	32269	533
3299_10_amp_24	Ia_30_6268C00098.1	20075	533
3299_10_amp_25	Ia_31_6270C00028.1	63615	533
3299_10_amp_26	I_3_22829C00357.2	429	533
91236_1_amp_1	III_11_6264C00032.1	33363	372
91236_1_amp_2	III_12_6265C00002.1	19643	372
91236_1_amp_3	III_13_6010C00003.1	379725	372
91236_1_amp_4	III_14_1121.1	6396744	372
91236_1_amp_5	III_15_10759C00344.1	41447	372
91236_1_amp_6	III_36_22311C00037.1	50885	372
91236_1_amp_7	III_37_9940C00442.1	14331	372
91236_1_amp_8	III_40_23543C00114.1	90455	372
91236_1_amp_9	III_41_22826C00439.1	2818	372
91236_1_amp_10	IV_16_6263.1	6319289	372
91236_1_amp_11	I_1_22555C00009.1	17325	372
91236_1_amp_12	I_2_22603C00059.1	34420	372
91236_1_amp_13	I_35_18770C00020.1	19786	372
91236_1_amp_14	I_38_22827C00065.1	4071	372
91236_1_amp_15	I_4_22608C00003.1	185455	372
91236_1_amp_16	I_5_22828C00058.2	19284	372
91236_1_amp_17	I_6_22825C00454.1	4272	372
91236_1_amp_18	Ia_21_284.1	1995858	372
91236_1_amp_19	Ia_24_14478C00111.1	9708	372
91236_1_amp_20	Ia_25_17329C00073.1	9715	372
91236_1_amp_21	Ia_26_17150C00072.1	9712	372
91236_1_amp_22	Ia_30_6268C00058.1	14502	372
91236_1_amp_23	Ic_32_1122.1	1374453	372
91236_1_amp_24	Ic_33_6266C00010.1	47255	372
91236_1_amp_25	Ic_34_23503C00374.1	18699	372
91236_2_amp_1	III_13_6010C00003.1	379292	604
91236_2_amp_2	III_15_10759C00344.1	41014	604
91236_2_amp_3	IV_17_22599C00112.1	128398	589
91236_2_amp_4	IV_18_22602C00619.1	2357	589
91236_2_amp_5	I_1_22555C00009.1	16892	604
91236_2_amp_6	I_35_18770C00020.1	19353	604
91236_2_amp_7	I_4_22608C00003.1	185656	604
91236_2_amp_8	Ia_24_14478C00111.1	9275	604
91236_2_amp_9	Ia_25_17329C00073.1	9282	604
91236_2_amp_10	Ia_26_17150C00072.1	9279	604
91236_2_amp_11	Ia_30_6268C00058.1	14703	601
91236_3_amp_1	III_13_6010C00003.1	379625	474
91236_3_amp_2	III_15_10759C00344.1	41347	474
91236_3_amp_3	II_10_6272C00002.1	186781	474
91236_3_amp_4	II_9_2088.2	1739290	474
91236_3_amp_5	IV_16_6263.1	6319287	474
91236_3_amp_6	IV_17_22599C00112.1	128195	474
91236_3_amp_7	IV_18_22602C00619.1	2675	474
91236_3_amp_8	IV_19_6271C00001.1	7009080	477
91236_3_amp_9	I_1_22555C00009.1	17225	474
91236_3_amp_10	I_2_22603C00059.1	34320	474
91236_3_amp_11	I_35_18770C00020.1	19686	474
91236_3_amp_12	I_4_22608C00003.1	185453	474
91236_3_amp_13	I_5_22828C00058.2	19282	474
91236_3_amp_14	I_6_22825C00454.1	4172	474
91236_3_amp_15	Ia_23_10528C00360.1	3248	474
91236_3_amp_16	Ia_24_14478C00111.1	9608	474
91236_3_amp_17	Ia_25_17329C00073.1	9615	474
91236_3_amp_18	Ia_26_17150C00072.1	9612	474
91236_3_amp_19	Ia_27_19479C00008.1	106354	474
91236_3_amp_20	Ia_31_6270C00001.1	44101	474
91236_3_amp_21	I_3_22829C00699.2	756	474
91236_4_amp_1	III_11_6264C00032.1	33362	374
91236_4_amp_2	III_12_6265C00002.1	19642	374
91236_4_amp_3	III_13_6010C00003.1	379724	374
91236_4_amp_4	III_14_1121.1	6396743	374
91236_4_amp_5	III_15_10759C00344.1	41446	374
91236_4_amp_6	III_36_22311C00037.1	50884	374
91236_4_amp_7	III_37_9940C00442.1	14330	374
91236_4_amp_8	III_40_23543C00114.1	90454	374
91236_4_amp_9	III_41_22826C00439.1	2817	374
91236_4_amp_10	II_10_6272C00002.1	186782	374
91236_4_amp_11	II_9_2088.2	1739389	374
91236_4_amp_12	IV_16_6263.1	6319288	374
91236_4_amp_13	IV_17_22599C00112.1	128196	374
91236_4_amp_14	IV_18_22602C00619.1	2774	374
91236_4_amp_15	IV_19_6271C00001.1	7009081	377
91236_4_amp_16	I_1_22555C00009.1	17324	374
91236_4_amp_17	I_2_22603C00059.1	34419	374
91236_4_amp_18	I_35_18770C00020.1	19785	374
91236_4_amp_19	I_38_22827C00065.1	4070	374
91236_4_amp_20	I_4_22608C00003.1	185454	374
91236_4_amp_21	I_5_22828C00058.2	19283	374
91236_4_amp_22	I_6_22825C00454.1	4271	374
91236_4_amp_23	Ia_21_284.1	1995857	374
91236_4_amp_24	Ia_22_14731C00085.1	9025	374
91236_4_amp_25	Ia_24_14478C00111.1	9707	374
91236_4_amp_26	Ia_25_17329C00073.1	9714	374
91236_4_amp_27	Ia_26_17150C00072.1	9711	374
91236_4_amp_28	Ia_27_19479C00008.1	106355	374
91236_4_amp_29	Ia_28_14556C00037.1	12180	374
91236_4_amp_30	Ia_30_6268C00058.1	14501	374
91236_4_amp_31	Ia_31_6270C00001.1	44200	374
91236_4_amp_32	Ic_32_1122.1	1374452	374
91236_4_amp_33	Ic_33_6266C00010.1	47254	374
91236_4_amp_34	Ic_34_23503C00374.1	18698	374
91236_4_amp_35	I_3_22829C00699.2	855	374
91236_6_amp_1	III_13_6010C00003.1	379291	452
91236_6_amp_2	III_15_10759C00344.1	41013	452
91236_6_amp_3	IV_17_22599C00112.1	128551	437
91236_6_amp_4	IV_18_22602C00619.1	2356	437
91236_6_amp_5	I_1_22555C00009.1	16891	452
91236_6_amp_6	I_35_18770C00020.1	19352	452
91236_6_amp_7	I_4_22608C00003.1	185809	452
91236_6_amp_8	I_6_22825C00454.1	3841	449
91236_6_amp_9	Ia_21_284.1	1995424	452
91236_6_amp_10	Ia_24_14478C00111.1	9274	452
91236_6_amp_11	Ia_25_17329C00073.1	9281	452
91236_6_amp_12	Ia_26_17150C00072.1	9278	452
91236_6_amp_13	Ia_30_6268C00058.1	14856	449
91236_7_amp_1	III_13_6010C00003.1	379290	355
91236_7_amp_2	III_15_10759C00344.1	41012	355
91236_7_amp_3	IV_17_22599C00112.1	128649	340
91236_7_amp_4	IV_18_22602C00619.1	2355	340
91236_7_amp_5	I_1_22555C00009.1	16890	355
91236_7_amp_6	I_35_18770C00020.1	19351	355
91236_7_amp_7	I_4_22608C00003.1	185907	355
91236_7_amp_8	I_6_22825C00454.1	3840	352
91236_7_amp_9	Ia_21_284.1	1995423	355
91236_7_amp_10	Ia_24_14478C00111.1	9273	355
91236_7_amp_11	Ia_25_17329C00073.1	9280	355
91236_7_amp_12	Ia_26_17150C00072.1	9277	355
91236_7_amp_13	Ia_29_19480C00019.1	59694	355
91236_10_amp_1	III_13_6010C00003.1	379289	357
91236_10_amp_2	III_15_10759C00344.1	41011	357
91236_10_amp_3	IV_17_22599C00112.1	128648	342
91236_10_amp_4	IV_18_22602C00619.1	2354	342
91236_10_amp_5	I_1_22555C00009.1	16889	357
91236_10_amp_6	I_35_18770C00020.1	19350	357
91236_10_amp_7	I_4_22608C00003.1	185906	357
91236_10_amp_8	I_6_22825C00454.1	3839	354
91236_10_amp_9	Ia_21_284.1	1995422	357
91236_10_amp_10	Ia_24_14478C00111.1	9272	357
91236_10_amp_11	Ia_25_17329C00073.1	9279	357
91236_10_amp_12	Ia_26_17150C00072.1	9276	357
91236_10_amp_13	Ia_29_19480C00019.1	59693	357
91236_11_amp_1	IV_16_6263.1	6319742	269
91236_11_amp_2	I_2_22603C00059.1	34052	287
91236_11_amp_3	I_3_22829C00699.2	488	287
162149_3_amp_1	IV_16_6263.1	2394231	555
162149_3_amp_2	IV_20_6269C00011.1	450486	555
162149_3_amp_3	IV_39_21414C00082.1	1197	555
162149_3_amp_4	IV_7_22597C00157.1	7833	555
162149_3_amp_5	IV_8_22598C00094.1	9117	555
162149_3_amp_6	I_1_22555C00009.1	84758	549
162149_3_amp_7	I_2_22603C00031.1	47659	549
162149_3_amp_8	I_35_18770C00020.1	87211	549
162149_3_amp_9	I_38_22827C00033.1	25200	549
162149_3_amp_10	I_4_22608C00003.1	118358	549
162149_3_amp_11	I_5_22828C00011.2	105429	549
162149_3_amp_12	I_6_22825C00176.1	1153	549
162149_3_amp_13	Ia_21_284.1	2080884	549
162149_3_amp_14	Ia_22_14731C00087.1	999	549
162149_3_amp_15	Ia_23_10528C00074.1	24912	549
162149_3_amp_16	Ia_24_14478C00033.1	26524	549
162149_3_amp_17	Ia_25_17329C00076.1	20527	549
162149_3_amp_18	Ia_26_17150C00075.1	20454	549
162149_3_amp_19	Ia_27_19479C00008.1	28309	549
162149_3_amp_20	Ia_28_14556C00168.1	9296	549
162149_3_amp_21	Ia_29_19480C00017.1	9813	549
162149_3_amp_22	Ia_30_6268C00053.1	141270	549
162149_3_amp_23	Ia_31_6270C00001.1	122118	549
162149_3_amp_24	Ic_32_1122.1	1448986	549
162149_3_amp_25	Ic_33_6266C00012.1	9508	549
162149_3_amp_26	Ic_34_23503C00120.1	9534	549
162149_3_amp_27	I_3_22829C00211.2	5772	549
162149_6_amp_1	III_11_6264C00002.1	458899	596
162149_6_amp_2	III_12_6265C00002.1	82671	596
162149_6_amp_3	III_13_6010C00003.1	451468	596
162149_6_amp_4	III_14_1121.1	6334781	596
162149_6_amp_5	III_15_10759C00312.1	31973	596
162149_6_amp_6	III_36_22311C00078.1	11729	596
162149_6_amp_7	III_37_9940C00304.1	1284	596
162149_6_amp_8	III_40_23543C00114.1	27224	596
162149_6_amp_9	III_41_22826C00858.1	929	596
162149_6_amp_10	IV_16_6263.1	2394232	602
162149_6_amp_11	IV_17_22599C00362.1	40620	602
162149_6_amp_12	IV_18_22602C00842.1	5555	602
162149_6_amp_13	IV_19_6271C00001.1	6842522	602
162149_6_amp_14	IV_39_21414C00082.1	1149	602
162149_6_amp_15	IV_7_22597C00157.1	7834	602
162149_6_amp_16	IV_8_22598C00094.1	9069	602
162149_6_amp_17	I_1_22555C00009.1	84759	596
162149_6_amp_18	I_2_22603C00031.1	47611	596
162149_6_amp_19	I_35_18770C00020.1	87212	596
162149_6_amp_20	I_38_22827C00033.1	25201	596
162149_6_amp_21	I_4_22608C00003.1	118310	596
162149_6_amp_22	I_5_22828C00011.2	105381	596
162149_6_amp_23	I_6_22825C00176.1	1105	596
162149_6_amp_24	Ia_22_14731C00087.1	951	596
162149_6_amp_25	Ia_23_10528C00074.1	24864	596
162149_6_amp_26	Ia_24_14478C00033.1	26476	596
162149_6_amp_27	Ia_25_17329C00076.1	20528	596
162149_6_amp_28	Ia_26_17150C00075.1	20455	596
162149_6_amp_29	Ia_27_19479C00008.1	28261	596
162149_6_amp_30	Ia_28_14556C00168.1	9297	596
162149_6_amp_31	Ia_30_6268C00053.1	141222	596
162149_6_amp_32	Ia_31_6270C00001.1	122119	596
162149_6_amp_33	I_3_22829C00211.2	5773	596
162149_13_amp_1	III_11_6264C00002.1	459471	534
162149_13_amp_2	III_12_6265C00002.1	82161	534
162149_13_amp_3	III_13_6010C00003.1	450958	534
162149_13_amp_4	III_14_1121.1	6335353	534
162149_13_amp_5	III_15_10759C00312.1	31463	534
162149_13_amp_6	III_36_22311C00078.1	11219	534
162149_13_amp_7	III_37_9940C00304.1	774	534
162149_13_amp_8	III_40_23543C00114.1	27796	534
162149_13_amp_9	III_41_22826C00858.1	1501	534
162149_13_amp_10	IV_17_22599C00362.1	40086	558
162149_13_amp_11	IV_18_22602C00842.1	6133	558
162149_13_amp_12	I_1_22555C00009.1	84249	534
162149_13_amp_13	I_2_22603C00031.1	48183	534
162149_13_amp_14	I_35_18770C00020.1	86702	534
162149_13_amp_15	I_38_22827C00033.1	24691	534
162149_13_amp_16	I_4_22608C00003.1	118882	534
162149_13_amp_17	I_5_22828C00011.2	105953	534
162149_13_amp_18	I_6_22825C00176.1	1677	534
162149_13_amp_19	Ia_22_14731C00087.1	1523	534
162149_13_amp_20	Ia_23_10528C00074.1	25436	534
162149_13_amp_21	Ia_24_14478C00033.1	27048	534
162149_13_amp_22	Ia_25_17329C00076.1	20018	534
162149_13_amp_23	Ia_26_17150C00075.1	19945	534
162149_13_amp_24	Ia_27_19479C00008.1	28833	534
162149_13_amp_25	Ia_28_14556C00168.1	8787	534
162149_13_amp_26	Ia_31_6270C00001.1	121609	534
162149_13_amp_27	Ic_32_1122.1	1448477	534
162149_13_amp_28	Ic_33_6266C00012.1	8999	534
162149_13_amp_29	Ic_34_23503C00120.1	9025	534
162149_13_amp_30	I_3_22829C00211.2	5263	534
162149_18_amp_1	III_11_6264C00002.1	458898	599
162149_18_amp_2	III_12_6265C00002.1	82669	599
162149_18_amp_3	III_13_6010C00003.1	451466	599
162149_18_amp_4	III_14_1121.1	6334780	599
162149_18_amp_5	III_15_10759C00312.1	31971	599
162149_18_amp_6	III_36_22311C00078.1	11727	599
162149_18_amp_7	III_37_9940C00304.1	1282	599
162149_18_amp_8	III_40_23543C00114.1	27223	599
162149_18_amp_9	III_41_22826C00858.1	928	599
162149_18_amp_10	I_1_22555C00009.1	84757	599
162149_18_amp_11	I_2_22603C00031.1	47610	599
162149_18_amp_12	I_35_18770C00020.1	87210	599
162149_18_amp_13	I_38_22827C00033.1	25199	599
162149_18_amp_14	I_4_22608C00003.1	118309	599
162149_18_amp_15	I_5_22828C00011.2	105380	599
162149_18_amp_16	I_6_22825C00176.1	1104	599
162149_18_amp_17	Ia_22_14731C00087.1	950	599
162149_18_amp_18	Ia_23_10528C00074.1	24863	599
162149_18_amp_19	Ia_24_14478C00033.1	26475	599
162149_18_amp_20	Ia_25_17329C00076.1	20526	599
162149_18_amp_21	Ia_26_17150C00075.1	20453	599
162149_18_amp_22	Ia_27_19479C00008.1	28260	599
162149_18_amp_23	Ia_28_14556C00168.1	9295	599
162149_18_amp_24	Ia_30_6268C00053.1	141221	599
162149_18_amp_25	Ia_31_6270C00001.1	122117	599
162149_18_amp_26	I_3_22829C00211.2	5771	599
296050_1_amp_1	IV_19_6271C00001.1	1128827	592
296050_1_amp_2	I_1_22555C00013.1	106623	592
296050_1_amp_3	I_2_22603C00041.1	405	592
296050_1_amp_4	I_35_18770C00008.1	38366	592
296050_1_amp_5	I_38_22827C00005.1	15644	592
296050_1_amp_6	I_4_22608C00047.1	25483	592
296050_1_amp_7	I_5_22828C00057.2	21117	592
296050_1_amp_8	I_6_22825C00498.1	3633	592
296050_1_amp_9	Ia_21_284.1	573496	592
296050_1_amp_10	Ia_23_10528C00099.1	7484	592
296050_1_amp_11	Ia_24_14478C00148.1	3109	592
296050_1_amp_12	Ia_25_17329C00206.1	6952	592
296050_1_amp_13	Ia_26_17150C00190.1	6964	592
296050_1_amp_14	Ia_30_6268C00076.1	87441	592
296050_1_amp_15	I_3_22829C00410.2	1603	592
296050_2_amp_1	III_11_6264C00004.1	316297	586
296050_2_amp_2	III_12_6265C00030.1	34579	586
296050_2_amp_3	III_36_22311C00012.1	59222	586
296050_2_amp_4	III_37_9940C00364.1	100129	586
296050_2_amp_5	III_40_23543C00183.1	8498	586
296050_2_amp_6	III_41_22826C00194.1	6429	586
296050_2_amp_7	II_10_6272C00024.1	61157	586
296050_2_amp_8	II_9_2088.2	4881500	586
296050_2_amp_9	I_1_22555C00013.1	106625	586
296050_2_amp_10	I_2_22603C00041.1	407	586
296050_2_amp_11	I_35_18770C00008.1	38370	586
296050_2_amp_12	I_38_22827C00005.1	15646	586
296050_2_amp_13	I_4_22608C00047.1	25485	586
296050_2_amp_14	I_5_22828C00057.2	21121	586
296050_2_amp_15	I_6_22825C00498.1	3637	586
296050_2_amp_16	Ia_21_284.1	573498	586
296050_2_amp_17	Ia_22_14731C00049.1	8617	586
296050_2_amp_18	Ia_23_10528C00099.1	7488	586
296050_2_amp_19	Ia_24_14478C00148.1	3111	586
296050_2_amp_20	Ia_25_17329C00206.1	6956	586
296050_2_amp_21	Ia_26_17150C00190.1	6968	586
296050_2_amp_22	Ia_27_19479C00012.1	150524	586
296050_2_amp_23	Ia_28_14556C00062.1	10589	586
296050_2_amp_24	Ia_30_6268C00076.1	87445	586
296050_2_amp_25	Ia_31_6270C00025.1	36954	586
296050_2_amp_26	I_3_22829C00410.2	1607	586
14553_10_amp_1	III_11_6264C00002.1	192815	508
14553_10_amp_2	III_13_6010C00002.1	734774	508
14553_10_amp_3	III_14_1121.1	5994139	508
14553_10_amp_4	III_15_10759C00365.1	36445	508
14553_10_amp_5	III_36_22311C00052.1	24493	508
14553_10_amp_6	III_37_9940C00458.1	42090	508
14553_10_amp_7	III_41_22826C00713.1	1355	508
14553_10_amp_8	II_10_6272C00031.1	52016	508
14553_10_amp_9	II_9_2088.2	2602180	508
14553_10_amp_10	IV_16_6263.1	3557862	514
14553_10_amp_11	IV_17_22599C00341.1	8580	508
14553_10_amp_12	IV_18_22602C00594.1	425	508
14553_10_amp_13	IV_19_6271C00001.1	4388737	511
14553_10_amp_14	IV_20_6269C00011.1	1743335	514
14553_10_amp_15	IV_39_21414C00003.1	9718	514
14553_10_amp_16	IV_7_22597C00062.1	13931	514
14553_10_amp_17	IV_8_22598C00052.1	18054	514
14553_10_amp_18	I_1_22555C00007.1	130059	508
14553_10_amp_19	I_35_18770C00002.1	217212	508
14553_10_amp_20	I_38_22827C00280.1	37427	508
14553_10_amp_21	I_4_22608C00012.1	92243	508
14553_10_amp_22	I_5_22828C00004.2	20035	508
14553_10_amp_23	I_6_22825C00352.1	4317	508
14553_10_amp_24	Ia_21_284.1	2478020	508
14553_10_amp_25	Ia_23_10528C00102.1	16019	508
14553_10_amp_26	Ia_24_14478C00014.1	29667	508
14553_10_amp_27	Ia_25_17329C00113.1	39000	508
14553_10_amp_28	Ia_26_17150C00107.1	39017	508
14553_10_amp_29	Ia_27_19479C00005.1	262695	508
14553_10_amp_30	Ia_28_14556C00031.1	17161	508
14553_10_amp_31	Ia_29_19480C00032.1	18719	508
14553_10_amp_32	Ia_30_6268C00048.1	9817	508
14553_10_amp_33	Ia_31_6270C00004.1	203009	508
14553_10_amp_34	Ic_32_1122.1	1760422	508
14553_10_amp_35	Ic_33_6266C00011.1	76742	508
14553_10_amp_36	Ic_34_23503C00002.1	37906	508
14553_10_amp_37	I_3_22829C00598.2	1584	508
19612_9_amp_1	II_10_6272C00048.1	11155	497
19612_9_amp_2	II_9_2088.2	723716	497
19612_9_amp_3	IV_16_6263.1	306288	497
19612_9_amp_4	IV_17_22599C00111.1	5260	497
19612_9_amp_5	IV_18_22602C00390.1	3831	497
19612_9_amp_6	IV_19_6271C00001.1	1759401	497
19612_9_amp_7	IV_20_6269C00008.1	606959	497
19612_9_amp_8	IV_39_21414C00027.1	24646	497
19612_9_amp_9	IV_7_22597C00088.1	68294	497
19612_9_amp_10	IV_8_22598C00023.1	14982	497
19612_9_amp_11	I_2_22603C00089.1	13555	497
19612_9_amp_12	I_38_22827C00004.1	11160	497
19612_9_amp_13	I_5_22828C00012.2	111273	497
19612_9_amp_14	I_6_22825C00255.1	7014	497
19612_9_amp_15	Ia_21_284.1	7225416	497
19612_9_amp_16	Ia_22_14731C00410.1	576	497
19612_9_amp_17	Ia_23_10528C00042.1	14905	497
19612_9_amp_18	Ia_27_19479C00009.1	162921	497
19612_9_amp_19	Ia_28_14556C00017.1	39659	497
19612_9_amp_20	Ia_29_19480C00011.1	81628	497
19612_9_amp_21	Ia_30_6268C00084.1	35088	497
19612_9_amp_22	Ia_31_6270C00006.1	134327	497
19612_9_amp_23	Ic_32_1122.1	5189368	497
19612_9_amp_24	Ic_33_6266C00014.1	105087	497
19612_9_amp_25	Ic_34_23503C00139.1	2695	497
19612_9_amp_26	I_3_22829C00051.2	13669	497
19612_14_amp_1	III_11_6264C00013.1	82461	488
19612_14_amp_2	III_14_1121.1	295272	488
19612_14_amp_3	III_36_22311C00004.1	82517	488
19612_14_amp_4	III_37_9940C00293.1	3431	488
19612_14_amp_5	III_41_22826C00085.1	1467	488
19612_14_amp_6	II_10_6272C00048.1	11165	488
19612_14_amp_7	II_9_2088.2	723715	488
19612_14_amp_8	IV_16_6263.1	306287	488
19612_14_amp_9	IV_17_22599C00111.1	5259	488
19612_14_amp_10	IV_18_22602C00390.1	3830	488
19612_14_amp_11	IV_19_6271C00001.1	1759411	488
19612_14_amp_12	IV_20_6269C00008.1	606969	488
19612_14_amp_13	IV_39_21414C00027.1	24645	488
19612_14_amp_14	IV_7_22597C00088.1	68304	488
19612_14_amp_15	IV_8_22598C00023.1	14992	488
19612_14_amp_16	I_2_22603C00089.1	13565	488
19612_14_amp_17	I_38_22827C00004.1	11159	488
19612_14_amp_18	I_5_22828C00012.2	111283	488
19612_14_amp_19	I_6_22825C00255.1	7013	488
19612_14_amp_20	Ia_21_284.1	7225426	488
19612_14_amp_21	Ia_22_14731C00410.1	586	488
19612_14_amp_22	Ia_27_19479C00009.1	162931	488
19612_14_amp_23	Ia_28_14556C00017.1	39658	488
